variant_id,card_no,rarity,package_name,image_url,local_image_url,is_primary
1974839685966850,BP01-067,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-067/6d885184-93dd-4fb8-a84f-a74573c1b59e/BP01-R_BP01-067R★.png,,false
1974839685966851,BP01-067,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-067/b2be0d1d-41f1-4a83-9927-2a9cab0390be/BP01-R_BP01-067R★★.png,,false
1974839685966852,BP01-068,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-068/f4142995-510d-409a-8d24-f28bcc5df4ff/BP01-U_BP01-068U.png,/card-images/BP01-068.png,true
1974839685970944,BP01-069,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-069/3073d495-d512-4469-9c80-31bcdfe4d156/BP01-SR_BP01-069SR.png,/card-images/BP01-069.png,true
1974839685970945,BP01-069,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-069/f3466413-278e-4e6f-8738-6bd2138edd47/BP01-SR_BP01-069SR★.png,,false
1974839685970946,BP01-070,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-070/75d28927-ea7d-43df-a164-64b9d5cb02a8/BP01-SR_BP01-070SR.png,/card-images/BP01-070.png,true
1974839685970947,BP01-070,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-070/d082082f-a4ff-4f2b-94cb-2c37cf6b7892/BP01-SR_BP01-070SR★.png,,false
1974841386232832,BP01-071,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-071/9d44a002-f11c-48f7-966a-a01978cb9f1c/BP01-R_BP01-071R.png,/card-images/BP01-071.png,true
1974841386236928,BP01-071,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-071/b7df0451-1609-4f6f-a15a-6a930a978e58/BP01-R_BP01-071R★.png,,false
1974841386236929,BP01-071,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-071/d9e7f989-64f1-4b3a-b3c6-d47943eb5075/BP01-R_BP01-071R★★.png,,false
1974841386241024,BP01-072,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-072/a0e10554-9e8c-4a3b-ac5d-2279290edef7/BP01-U_BP01-072U.png,/card-images/BP01-072.png,true
1974841386241025,BP01-073,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-073/0068f538-b6ce-4a07-ba25-5b085ad4037d/BP01-SR_BP01-073SR.png,/card-images/BP01-073.png,true
1974841386241026,BP01-073,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-073/59a6db0b-85c4-4137-84c5-a27d6a26d8b3/BP01-SR_BP01-073SR★.png,,false
1974841386241027,BP01-074,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-074/1f3ce2bb-882b-4455-870f-110296d4d8bb/BP01-U_BP01-074U.png,/card-images/BP01-074.png,true
1974841386241028,BP01-075,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-075/172d2a58-8e56-40ad-9751-2e1c974c589f/BP01-SR_BP01-075SR.png,/card-images/BP01-075.png,true
1974841386241029,BP01-075,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-075/71d77202-e1bb-43cf-b600-cfc6f6599c6f/BP01-SR_BP01-075SR★.png,,false
1974841386245120,BP01-076,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-076/48e12e86-7f1d-49c1-917a-b71a0584f729/BP01-U_BP01-076U.png,/card-images/BP01-076.png,true
1974841386245121,BP01-077,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-077/0d755c46-fb70-44c5-8fb9-706d8206385a/BP01-U_BP01-077U.png,/card-images/BP01-077.png,true
1974841386245122,BP01-078,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-078/e0210b92-be86-48dc-a53f-883db31d6058/BP01-C_BP01-078.png,/card-images/BP01-078.png,true
1974841386245123,BP01-078,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/a7eb8727-c5c2-4f23-91b6-daee8a01b69e/BP01-C_BP01-078★.png,,false
1974841386245124,BP01-079,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-079/15bc68ef-35f6-4f79-a04e-19e1e5d5d22e/BP01-C_BP01-079.png,/card-images/BP01-079.png,true
1974841386245125,BP01-079,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/d42945fe-32f8-484d-999d-bfac71845a88/BP01-C_BP01-079★.png,,false
1974841386249216,BP01-080,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-080/3d733447-19c4-44c1-ac06-cbcf319bbf6b/BP01-C_BP01-080.png,/card-images/BP01-080.png,true
1974841386249217,BP01-080,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/20332462-fe8d-44ac-8270-c74af96e75fe/BP01-C_BP01-080★.png,,false
1974841386249218,BP01-081,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-081/9e133cd6-69ea-4272-a93c-8cea9df4612c/BP01-C_BP01-081.png,/card-images/BP01-081.png,true
1974841386249219,BP01-081,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/08a22bb0-20f4-4e43-a41a-fd9184cc9d9b/BP01-C_BP01-081★.png,,false
1974841386249220,BP01-082,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-082/90b977ad-0f74-4b81-b50d-d24b6f7f5fa2/BP01-C_BP01-082.png,/card-images/BP01-082.png,true
1974841386253312,BP01-082,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/c03838b0-7b6f-499f-9a00-f561b5031087/BP01-C_BP01-082★.png,,false
1974841386253313,BP01-083,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-083/44eeb18d-67b8-495e-a86f-82bf6ec1420f/BP01-C_BP01-083.png,/card-images/BP01-083.png,true
1974841386253314,BP01-083,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/f504ec1b-4941-4af2-b703-d03288de1817/BP01-C_BP01-083★.png,,false
1974841386253315,BP01-084,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-084/64616c24-28cf-4776-a879-48316e77537c/BP01-C_BP01-084.png,/card-images/BP01-084.png,true
1974841386253316,BP01-084,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/cb65438a-2909-463b-80bd-3293d8bf8c4d/BP01-C_BP01-084★.png,,false
1974841386253317,BP01-085,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-085/4a8c943c-a898-4610-bbf2-04c2aa5e6bb1/BP01-C_BP01-085.png,/card-images/BP01-085.png,true
1974841386253318,BP01-085,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/936d16f1-c401-4fd6-a02b-c8b8a5008b2e/BP01-C_BP01-085★.png,,false
1974841386257408,BP01-086,C,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-086/bc528656-7582-4be2-af64-cf4d5e14842c/BP01-C_BP01-086.png,/card-images/BP01-086.png,true
1974841386257409,BP01-086,C★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/f0369511-8fa8-4d05-a734-1f14520be4e4/BP01-C_BP01-086★.png,,false
1974864884849666,BP02-001,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-001/fe77ba53-20cf-436e-928d-c9c7aa4e0812/BP02-SR_BP02-001SR.png,/card-images/BP02-001.png,true
1974864884849665,BP02-001,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-001/c0091487-a2c7-4774-ac34-23b48b61c804/BP02-SR_BP02-001SR★.png,,false
1974864884849664,BP02-001,SR★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-001/84153ebc-90d6-4d69-89be-a88eb876e046/BP02-SR_BP02-001SR★★.png,,false
1974864884845568,BP02-001,SR★★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-001/5d89cc7d-8676-40f5-b5c1-cbe05aee309e/BP02-SR_BP02-001SR★★★.png,,false
1974864884849668,BP02-002,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-002/68cd7c7e-40a4-4d4b-8d34-410ced2c9e01/BP02-SR_BP02-002SR.png,/card-images/BP02-002.png,true
1975108428790784,BP02-002,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-002/fb4ba80c-383e-4a22-b014-37bf4dae23b5/BP02-SR_BP02-002SR★.png,,false
1974864884853761,BP02-003,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-003/f579e86d-061a-437e-af37-f68d4c7f0c02/BP02-R_BP02-003R.png,/card-images/BP02-003.png,true
1974864884853760,BP02-003,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-003/5f45f962-b392-434a-b60e-814eaa6a8e09/BP02-R_BP02-003R★.png,,false
1974864884849669,BP02-003,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-003/b76eeebd-259a-4eae-8fcf-5f3c7810835e/BP02-R_BP02-003R★★.png,,false
1974864884853764,BP02-004,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-004/d978942e-a80b-4d2f-8be3-ef6671311f13/BP02-R_BP02-004R.png,/card-images/BP02-004.png,true
1974864884853763,BP02-004,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-004/aa472122-c4ab-49da-bdfb-104a4221f2ca/BP02-R_BP02-004R★.png,,false
1974864884853762,BP02-004,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-004/4fe83293-bf65-4852-8309-69895355567f/BP02-R_BP02-004R★★.png,,false
1974864884857856,BP02-005,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-005/7eee64bb-44d0-4df9-a04f-0df1b74252d2/BP02-R_BP02-005R.png,/card-images/BP02-005.png,true
1974864884853765,BP02-005,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-005/6ec9aaeb-3287-4dec-b428-b047e51779c1/BP02-R_BP02-005R★.png,,false
1974864884857857,BP02-006,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-006/d4b5c806-126a-43e6-b98c-23f51892ce14/BP02-U_BP02-006U.png,/card-images/BP02-006.png,true
1974864884857858,BP02-007,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-007/91aaf0b5-dc7a-4b55-b2a9-d107ac2018df/BP02-U_BP02-007U.png,/card-images/BP02-007.png,true
1974864884857859,BP02-008,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-008/6d749df5-c3a9-4a05-af2b-482dec0b886e/BP02-U_BP02-008U.png,/card-images/BP02-008.png,true
1974864884857860,BP02-009,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-009/b775e06b-9993-4b89-afd5-e8e63cab354c/BP02-U_BP02-009U.png,/card-images/BP02-009.png,true
1991750340320256,BP02-009,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP02-009/6d187234-1a86-4d75-a363-7df208c52ed2/BP02-009.png,,false
1974866089917443,BP02-010,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-010/8ca28318-6aef-4997-a811-622d60bae932/BP02-SR_BP02-010SR.png,/card-images/BP02-010.png,true
1974866089917442,BP02-010,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-010/795bc835-b44b-4870-8740-72b90262755d/BP02-SR_BP02-010SR★.png,,false
1974866089917441,BP02-010,SR★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-010/8315fe42-037d-4abb-89bd-5da2bd63d576/BP02-SR_BP02-010SR★★.png,,false
1974866089917440,BP02-010,SR★★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-010/bc6a1bf9-5519-4ed8-8f8e-e1030ef3baa7/BP02-SR_BP02-010SR★★★.png,,false
1974866089921537,BP02-011,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-011/1993df01-a92a-4ecb-816c-8741ab434c36/BP02-SR_BP02-011SR.png,/card-images/BP02-011.png,true
1974866089921536,BP02-011,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-011/9dbaeca2-c900-44a4-8630-5998a6fa42c9/BP02-SR_BP02-011SR★.png,,false
1974866089921539,BP02-012,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-012/003f5003-1d28-49e0-96fb-793d184e7e02/BP02-R_BP02-012R.png,/card-images/BP02-012.png,true
1974866089921538,BP02-012,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-012/831a9050-5eed-4d09-b25d-8de546d8304e/BP02-R_BP02-012R★.png,,false
1974866089925632,BP02-013,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-013/357088af-8bbf-44e2-af45-39bec407f546/BP02-R_BP02-013R.png,/card-images/BP02-013.png,true
1974866089921541,BP02-013,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-013/3aa8d2b9-4497-4693-b592-4d79690069b6/BP02-R_BP02-013R★.png,,false
1974866089921540,BP02-013,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-013/bd21b5a2-85c3-464c-b43a-c43ab52ecf3f/BP02-R_BP02-013R★★.png,,false
1974866089925634,BP02-014,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-014/37c1459b-0707-4200-afb6-3892f369e42f/BP02-R_BP02-014R.png,/card-images/BP02-014.png,true
1974866089925633,BP02-014,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-014/b919ecb4-36fe-43dd-8c06-5d19a5471196/BP02-R_BP02-014R★.png,,false
1974866089925635,BP02-015,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-015/af997abf-9590-49fe-b6d7-463bf9f07a0e/BP02-U_BP02-015U.png,/card-images/BP02-015.png,true
1991750340324352,BP02-015,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP02-015/74e57cd8-916c-4338-9be4-8aaee6320183/BP02-015.png,,false
1974866089925636,BP02-016,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-016/d4e031d2-d678-4a73-9734-0b6556342814/BP02-U_BP02-016U.png,/card-images/BP02-016.png,true
1974866089925637,BP02-017,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-017/872cca86-2e69-445f-91b3-178a4c05d8b2/BP02-U_BP02-017U.png,/card-images/BP02-017.png,true
1974867520117760,BP02-018,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-018/38e5cb56-8dd6-4312-a6dc-0ddc49d43f53/BP02-U_BP02-018U.png,/card-images/BP02-018.png,true
1974867520121856,BP02-019,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-019/76992464-13fa-4851-bc38-da8dafaf4d35/BP02-R_BP02-019R.png,/card-images/BP02-019.png,true
1974867520117761,BP02-019,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-019/13694e1c-5faf-48c5-8659-e76ce77bfcb9/BP02-R_BP02-019R★.png,,false
1974867520121857,BP02-020,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-020/1f9adad8-a776-41ec-be4f-b4ec511d0598/BP02-U_BP02-020U.png,/card-images/BP02-020.png,true
1974867520121861,BP02-021,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-021/a6758d64-aff9-4c02-9e77-9fa81ffc5e73/BP02-SR_BP02-021SR.png,/card-images/BP02-021.png,true
1974867520121860,BP02-021,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-021/ffa8db3f-d889-456a-a7d3-fde5a1cdbe73/BP02-SR_BP02-021SR★.png,,false
1974867520121859,BP02-021,SR★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-021/62be3567-3206-465c-b24f-7f9e24bb70be/BP02-SR_BP02-021SR★★.png,,false
1974867520121858,BP02-021,SR★★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-021/4d236991-828b-4c7f-bf24-499fbbaec0ad/BP02-SR_BP02-021SR★★★.png,,false
1981925695159296,BP02-022,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/5b67aec2-2b90-4611-8ac3-00a91c4039c3/BP02-SR_BP02-022SR.png,/card-images/BP02-022.png,true
1995614903917570,BP02-022,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/485cc3dd-b180-49e3-afbd-11584c49887d/BP02-022PR.png,,false
1974867520125952,BP02-022,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-022/d107a837-e7d1-417d-88c5-6ac386faee24/BP02-SR_BP02-022SR★.png,,false
1995616623733760,BP02-022【冠军】,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/181abc6b-30ca-470b-b78a-4fd39cea4443/BP02-022PR冠军.png,/card-images/BP02-022【冠军】.png,true
1974867520125955,BP02-023,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-023/559f47ec-5b5d-48d8-98ca-eb91f557609b/BP02-R_BP02-023R.png,/card-images/BP02-023.png,true
1974867520125954,BP02-023,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-023/32ca3636-cc18-4056-abcd-e96e67c0456a/BP02-R_BP02-023R★.png,,false
1974867520125953,BP02-023,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-023/fa462b62-66ba-4d1e-a1b5-db8c7ea90dd3/BP02-R_BP02-023R★★.png,,false
1974867520125956,BP02-024,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-024/243216cb-8a1b-402e-ba0b-c46b09da5dad/BP02-U_BP02-024U.png,/card-images/BP02-024.png,true
1984716611009536,BP02-024,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP02-024/ce7f1ff0-ecd3-451f-ba0a-0eb10e693219/BP02-024.png,,false
1974867520125957,BP02-025,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-025/359ec37c-5c4e-4345-9ea8-5f93e3e9510e/BP02-U_BP02-025U.png,/card-images/BP02-025.png,true
1974869387983873,BP02-026,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-026/32844e56-8f20-417d-8413-ea8220a1ba00/BP02-SR_BP02-026SR.png,/card-images/BP02-026.png,true
1974869387983872,BP02-026,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-026/abe88ec8-b1c9-4928-912d-0cd5343c9b8d/BP02-SR_BP02-026SR★.png,,false
1974869387979777,BP02-026,SR★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-026/12cf92f8-020b-408c-a2fd-7b087efde79c/BP02-SR_BP02-026SR★★.png,,false
1974869387979776,BP02-026,SR★★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-026/c6439034-ff0f-4968-bb72-21d0e5cdc62d/BP02-SR_BP02-026SR★★★.png,,false
1974869387983875,BP02-027,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-027/b9ee8761-5e08-4f5d-ad61-f31ebdcc7ed5/BP02-SR_BP02-027SR.png,/card-images/BP02-027.png,true
1974869387983874,BP02-027,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-027/e68ed32f-d2e1-4796-bdd9-7db212d68954/BP02-SR_BP02-027SR★.png,,false
1974869387987968,BP02-028,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-028/ec9633ea-bcc6-4977-9c4c-93b38e767672/BP02-SR_BP02-028SR.png,/card-images/BP02-028.png,true
1974869387983876,BP02-028,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-028/363a8f6f-e097-4660-a5ae-b865a3601372/BP02-SR_BP02-028SR★.png,,false
1974869387987970,BP02-029,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-029/68baa45a-1fb2-4135-bb8f-b36c78ac41db/BP02-R_BP02-029R.png,/card-images/BP02-029.png,true
1974869387987969,BP02-029,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-029/bbf62531-feb6-4c05-be8b-7bd9c56d90e1/BP02-R_BP02-029R★.png,,false
1974869387987973,BP02-030,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/63c3725c-cefb-47ac-a37b-1a57d753fc67/BP02-R_BP02-030R.png,/card-images/BP02-030.png,true
1974869387987972,BP02-030,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/c56dd71c-9a28-49c7-b54c-43fe4a15ceea/BP02-R_BP02-030R★.png,,false
1974869387987971,BP02-030,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-030/5432fa6a-effb-4aa9-901c-2573290b639f/BP02-R_BP02-030R★★.png,,false
1974869387992064,BP02-031,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-031/09ba8a9e-bf3c-440e-8398-f1ea85e0cfdb/BP02-U_BP02-031U.png,/card-images/BP02-031.png,true
1974869387992065,BP02-032,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-032/8d447492-b3d9-4d6a-a212-e901fc6c81e7/BP02-U_BP02-032U.png,/card-images/BP02-032.png,true
1991750340324353,BP02-032,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP02-032/1184ec43-cbac-498d-8fbf-197d4c093f7b/BP02-032.png,,false
1974869387992066,BP02-033,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-033/ad837812-a88b-4681-9bfa-649ace09ac48/BP02-U_BP02-033U.png,/card-images/BP02-033.png,true
1974869387992067,BP02-034,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-034/2d664e92-51aa-456e-946e-5c51461110e5/BP02-U_BP02-034U.png,/card-images/BP02-034.png,true
1974869387992068,BP02-035,U,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-035/5e62c4c2-a870-4a23-9b37-ec38138f7308/BP02-U_BP02-035U.png,/card-images/BP02-035.png,true
1980067423239168,BP02-036,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/4562b1ce-76f9-414d-9b0f-2e635ca039e4/BP02-R_BP02-036R .png,/card-images/BP02-036.png,true
1995614903921664,BP02-036,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/2eefbb03-9e76-4dad-a7e3-7ffba1795541/BP02-036.png,,false
1974869387996160,BP02-036,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/b4eac9b9-4ed1-42d2-8132-426c4a6a8309/BP02-R_BP02-036R★.png,,false
1974869387992069,BP02-036,R★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-036/9ccecc12-81ac-45a6-8bea-f194e121f8bd/BP02-R_BP02-036R★★.png,,false
1974870867262465,BP02-037,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-037/aadbfed1-41d2-41f3-949d-ca539414fed3/BP02-SR_BP02-037SR.png,/card-images/BP02-037.png,true
1974870867262464,BP02-037,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-037/827f490f-c070-4091-bddb-35c45162dcd0/BP02-SR_BP02-037SR★.png,,false
1974870867258368,BP02-037,SR★★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-037/6ba7a84e-1af0-4566-a15d-e3c45a4b15a0/BP02-SR_BP02-037SR★★.png,,false
1974870867262467,BP02-038,SR,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-038/015cf149-d6c9-48d7-ac68-e9bdfda5cd4e/BP02-SR_BP02-038SR.png,/card-images/BP02-038.png,true
1974870867262466,BP02-038,SR★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-038/2994e024-e023-4427-9bdc-0bdced093cc0/BP02-SR_BP02-038SR★.png,,false
1974870867266561,BP02-039,R,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-039/f0d01b08-935d-4bfc-bd1d-7770fed7ed94/BP02-R_BP02-039R.png,/card-images/BP02-039.png,true
1974870867266560,BP02-039,R★,BP02-星海时溯,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974864876735488/BP02-039/e89d9c68-f63c-4a54-a36d-d44f1e7dcd6e/BP02-R_BP02-039R★.png,,false
